,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
69119,v_ti3EHJLR2mU,https://www.youtube.com/watch?v=ti3EHJLR2mU,108.9,146.23, then she adds some milk and cheese to it and stirs it in with the cooked pasta.,cheese,stir in with,pasta
3085,v_x4DuEusRR7Q,https://www.youtube.com/watch?v=x4DuEusRR7Q,0.0,5.25,A person is seen swimming the depths of a pool floor.,floor,is,pool
12326,v_hhoewBggtuw,https://www.youtube.com/watch?v=hhoewBggtuw,60.49,98.17, The man loosens the bolts and jacks the car up and removes the tire.,man,jack up,car
4511,v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,63.59,85.14, He takes a lemon juicer and some lemons and limes and oranges.,lemons,is,15
15528,v_j73Ks4r5tbg,https://www.youtube.com/watch?v=j73Ks4r5tbg,0.0,183.56,A girl with blonde hair and red nails sits in a chair in  bedroom and talks to the camera while smoking and showing off a bottle of blue nailpolish.,woman,show off,nailpolish
9166,v_w50et2-vEOQ,https://www.youtube.com/watch?v=w50et2-vEOQ,58.11,72.87," The man pulls out the ladder and climbs on the boat then we see a boat take off, and in a show room.",man,pull out,ladder
78017,v_C7sabT8febk,https://www.youtube.com/watch?v=C7sabT8febk,0.0,27.82,Paint is shown being mixed on a styrofoam plate.,paint,on,plate
8639,v_xr0tV2KNqgI,https://www.youtube.com/watch?v=xr0tV2KNqgI,0.0,98.29,A crowd of people watch as two bulls fight each other in a competition.,people,watch,bulls
65924,v_qzt9U8tEdJQ,https://www.youtube.com/watch?v=qzt9U8tEdJQ,0.0,7.35,Someone is shown driving down a snowy street in the Ukraine.,street,is,snowy
33834,v_wV2c3sdctbs,https://www.youtube.com/watch?v=wV2c3sdctbs,31.44,50.7," Then, the boy raise the right foot and take out the toe shoe and continue explaining.",boy,have,right foot
2034,v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,50.22,58.06," The man dismounts, and puts one victorious arm up into the air.",arm,is,victorious
13324,v_RQajzyqAcQM,https://www.youtube.com/watch?v=RQajzyqAcQM,93.18,150.86," The boy, now with two smaller children, interact with the man who is still working on the sand castle.",man,is,sand castle
49349,v_M5UrBI13R3s,https://www.youtube.com/watch?v=M5UrBI13R3s,21.49,26.96,"A hand then grabs the top potato, the bowl of ice cubes and pours the cubes into a bigger white bowl that already has water in it.",hand,grab,
66124,v_bFgXdHQnTtQ,https://www.youtube.com/watch?v=bFgXdHQnTtQ,137.05,165.12," After, two girls kneel and a child stands on the legs and raise her arms, after the girls ends their performance.",girl,kneel on,legs
74886,v_kUTDgJmoRE8,https://www.youtube.com/watch?v=kUTDgJmoRE8,37.72,66.1, They are practicing dancing in their living room with a flat screen television hanging on the wall.,television,hang on,wall
14591,v_iEqyqzKSEZ4,https://www.youtube.com/watch?v=iEqyqzKSEZ4,34.43,72.41," Then, they're at the gym and it's a class full of people jumping rope.",people,jump,rope
56746,v_zcDA0s8eWU4,https://www.youtube.com/watch?v=zcDA0s8eWU4,74.98,127.26, Someone else comes and tries to get it out but they can't.,person,come,get
75743,v_PVAHm5MjHdw,https://www.youtube.com/watch?v=PVAHm5MjHdw,168.55,172.87, The commentator announces where the competition will be help and states her name.,competition,in,help
31992,v_p4KNKI2UZLc,https://www.youtube.com/watch?v=p4KNKI2UZLc,74.88,92.66," After the gymnast jumps,  spins and turns.",gymnast,spin,gymnast
56622,v_3Wjig_NRlnU,https://www.youtube.com/watch?v=3Wjig_NRlnU,1.11,26.08,"A man performs martial arts fighting with people in a film, then a big door close and a woman helps the man fight.",door,is,big
79146,v_zc7_D9RiOY0,https://www.youtube.com/watch?v=zc7_D9RiOY0,24.61,60.87," Another scuba diver took off his eye masks, while behind him are other scuba divers swimming, then he put back is masked on and give an okay sign with his fingers.",scuba divers,is,5
71458,v_o6lTgyb_AkM,https://www.youtube.com/watch?v=o6lTgyb_AkM,2.58,10.32,A painter demonstrates various art pieces in her studio.,painter,have,studio
35466,v_9wukG78Z0u8,https://www.youtube.com/watch?v=9wukG78Z0u8,10.73,35.2, He has a barbell resting on his shoulders as he hops up.,barbell,is,hopping
55785,v_mRyXubjYWEo,https://www.youtube.com/watch?v=mRyXubjYWEo,91.0,102.96," After, the male kick the face of the man with his feet and does a spin with a hand on the floor while the man lands on a foamy mat.",mat,is,foamy
54178,v_K-kJ-0nkKZk,https://www.youtube.com/watch?v=K-kJ-0nkKZk,89.15,130.15, The camera closes in on the pit and is seen placing logs around the side.,camera,close in on,pit
23441,v__Xydl5mYkQ8,https://www.youtube.com/watch?v=_Xydl5mYkQ8,7.98,37.61," A man is in a bathroom, using a toilet.",toilet,in,bathroom
18023,v_Cb3IonOw0bs,https://www.youtube.com/watch?v=Cb3IonOw0bs,15.91,71.61, We see the lady smile and continue to shave her legs.,lady,smile,legs
44889,v_7Lkcan0X5VA,https://www.youtube.com/watch?v=7Lkcan0X5VA,115.8,146.59, The duo continue playing until the song ends.,duo,play until,song
14138,v_lue8XE3MEe8,https://www.youtube.com/watch?v=lue8XE3MEe8,32.86,85.36,"  The man then picks up the dumbbells and begins lifting them directly over his head, facing the camera, and then again from a profile angle, before placing the dumbbells down, vertically, and leaving the room.",dumbbells,is,vertical
78288,v_VN-BUL75x5Y,https://www.youtube.com/watch?v=VN-BUL75x5Y,106.06,108.4, The dog and women get up from the ground.,dog,get up from,ground
3981,v_f_mbX87xabo,https://www.youtube.com/watch?v=f_mbX87xabo,18.25,19.11, The girl finishes the song and lowers the flute.,girl,lower,flute
63541,v_duGxOdcqg3I,https://www.youtube.com/watch?v=duGxOdcqg3I,0.0,29.72,Stone cold steve austin in the ring sweating profusely.,austin,sweat,profusely
24670,v_dpU5CcFqAPU,https://www.youtube.com/watch?v=dpU5CcFqAPU,82.72,110.88," The guys let go of the rope, get off the lawn, and hug in celebration.",guys,let go of,rope
34596,v_wWOH-b4PTq4,https://www.youtube.com/watch?v=wWOH-b4PTq4,57.78,144.44, The various boats continue riding all along the water with the winner jumping in the water and standing proudly on the podium.,winner,stand on,podium
39291,v_FAPMunnTNsE,https://www.youtube.com/watch?v=FAPMunnTNsE,33.94,90.65, More clips are shown of the scenery as well as the people riding around and meeting up with others.,people,ride,around
14742,v_VO49rhXzhk4,https://www.youtube.com/watch?v=VO49rhXzhk4,42.81,56.83, The woman cuts paper to shape for the book.,paper,cut to shape,book
27402,v_mCdKLZGnKxk,https://www.youtube.com/watch?v=mCdKLZGnKxk,0.0,75.05,Someone is placing a vent on the roof of a house.,vent,on,roof
7491,v_oWsEp7hsmZg,https://www.youtube.com/watch?v=oWsEp7hsmZg,91.23,98.1," The lady finishes, sits upright and speaks.",lady,finish,speak
76479,v_2UJ4wqJt_Y8,https://www.youtube.com/watch?v=2UJ4wqJt_Y8,0.0,3.07,People are roller blading about in front of a building.,people,roller blading in front of,building
23910,v_CF6Q5ojrAJo,https://www.youtube.com/watch?v=CF6Q5ojrAJo,0.0,36.6, The chop over and over again.,chop,over,chop
23407,v_w83HV_L4AiU,https://www.youtube.com/watch?v=w83HV_L4AiU,15.01,59.43, More text is shown as well as hands and animals and shows steps on how to play the game.,text,show,animals
77831,v_js9SDSngI7A,https://www.youtube.com/watch?v=js9SDSngI7A,83.3,100.3," After, a group of three boys runs to practice basketball shooting and blocking.",boys,block at,basketball
38956,v_ptlSMte8xz0,https://www.youtube.com/watch?v=ptlSMte8xz0,88.04,112.87,"As the guy skis he start to come cross other skiers also skiing,finally the skier makes it to the end of down hill slop and comes to a stop.",skier,make to,end of
43441,v__Y4czVoIxvE,https://www.youtube.com/watch?v=_Y4czVoIxvE,33.1,133.33," They then show how they made the tile and laid it out on the ground, piecing it together like a puzzle.",tile,lay on,ground
59461,v_g3InHLh678M,https://www.youtube.com/watch?v=g3InHLh678M,23.08,27.02, The boys separate as question marks appear over their heads.,boys,separate as,question marks
19983,v_KujAY-AST9M,https://www.youtube.com/watch?v=KujAY-AST9M,9.26,231.55," Two guys play relay soccer, an athlete touches the hands of his opponent and a goalie before he kicks a served ball.",opponent,have,hands
80854,v_95L-8JtlwRU,https://www.youtube.com/watch?v=95L-8JtlwRU,0.0,17.69,A pair of white and red nike shoes are shown.,shoes,show,pair
7523,v_WWyGnNfcj8Q,https://www.youtube.com/watch?v=WWyGnNfcj8Q,39.0,108.66, The man adds frosting to the cake while others continue to watch as well as other ingredients.,man,add,frosting
61094,v_E0xXymnjDkc,https://www.youtube.com/watch?v=E0xXymnjDkc,8.14,9.54, A man in a gray shirt has his hands on his hips.,hands,is,gray
63078,v_MSiXlMKPGKs,https://www.youtube.com/watch?v=MSiXlMKPGKs,80.73,234.01, Several people are interviewed on the camera that intervenes with shots of shuffleboard and people rubbing their necks and speaking to one another.,people,rub,necks
38682,v_no9vPN7D-1s,https://www.youtube.com/watch?v=no9vPN7D-1s,50.95,149.86,  A large grey wheel spins behind the worker in the midst of the fire sparks and another worker walking by in a blue protective suit.,wheel,spin behind,worker
36733,v_lGAK_3Jp2I8,https://www.youtube.com/watch?v=lGAK_3Jp2I8,16.78,20.22, A referee taps on the ground several times.,referee,tap on,ground
38644,v_ewTlNriXY3c,https://www.youtube.com/watch?v=ewTlNriXY3c,213.15,214.24, The entire team poses for a team picture after their win.,team,win,win
24055,v_jXARa4T2G8o,https://www.youtube.com/watch?v=jXARa4T2G8o,96.66,166.65, Several clips are shown of snow boarders doing tricks on a mountain as well as jumps and grinds.,snowboarders,do,tricks
9694,v_Ok_Tjkob8IA,https://www.youtube.com/watch?v=Ok_Tjkob8IA,36.46,197.07," woman is putting sugar in a pan with water and heat it, put water and lemon juice and mixing all the ingredients in a jar.",pan,with,heat
3542,v_JKFxKhCQPUs,https://www.youtube.com/watch?v=JKFxKhCQPUs,8.03,20.89,A male gymnast wearing a blue leotard is doing gymnastics on a horse bar.,gymnast,is,male
46547,v_qwBFQf5STBA,https://www.youtube.com/watch?v=qwBFQf5STBA,114.73,118.17, A colorful screen along with colorful text appears and it has instructions to Finish with topcoat And now you're an invincible Nyan Zebra!!.,instructions,is,zebra
79806,v_kxXoosv0iDg,https://www.youtube.com/watch?v=kxXoosv0iDg,0.0,106.93,A girl in a sparkly outfit dances on a hardwood floor.,outfit,is,sparkly
47514,v_0IN40z63WAU,https://www.youtube.com/watch?v=0IN40z63WAU,77.72,175.17, The man puts in a USB and continues to ride around on the machines.,man,ride around,machines
24235,v_OYMGPkucZYI,https://www.youtube.com/watch?v=OYMGPkucZYI,25.4,53.33,  The woman sprays hairspray on a scuff mark on the shoe and takes a cotton tip and rubs the scuff mark out.,hairspray,on,scuff mark
78119,v_LcmTBkWvV74,https://www.youtube.com/watch?v=LcmTBkWvV74,0.0,36.99,A close up a girl smiling and pointing to her face is shown followed by a pair of pliers piercing her inner lip.,pliers,is,pair
63572,v_oD45QIOK4z0,https://www.youtube.com/watch?v=oD45QIOK4z0,162.75,204.23, Then Brasil plays with players from other countries and scores.,Brasil,score,
80273,v_TdZOfBHjU5g,https://www.youtube.com/watch?v=TdZOfBHjU5g,67.3,113.72, He is using a polishing sponge to polish the table top surface in circular motion.,sponge,on top of,table
52175,v_oeFUzyNgxQU,https://www.youtube.com/watch?v=oeFUzyNgxQU,60.47,83.78, They switch and a different man then walks the slackline who flips off the slackline.,man,switch,man
2949,v_Cy56IkwsQVs,https://www.youtube.com/watch?v=Cy56IkwsQVs,226.96,236.47,  In the final moments of the clip a ball flies across the table and the men react in a triumphant way throwing their arms in the air in celebration.,arms,throw,2
58075,v_rosZj4ZcPBA,https://www.youtube.com/watch?v=rosZj4ZcPBA,36.51,50.67, He is wearing a hat and jeans and just out there by himself.,man,by,himself
72188,v_mhsotF4wdG8,https://www.youtube.com/watch?v=mhsotF4wdG8,72.96,124.52, they are playing round two o rock paper scissors and again the loser is fiven a wooden hit in the nuts and a man is talking to the camera.,player,play,paper
74555,v_kOIj7AgonHM,https://www.youtube.com/watch?v=kOIj7AgonHM,79.86,130.44, She combs the lotion in thoroughly and dries off her head with a towel.,lotion,in,hair
19757,v_6jxqb8FyWnQ,https://www.youtube.com/watch?v=6jxqb8FyWnQ,20.46,40.13, One almost wins but the other pulls back quickly and wins while screaming and pushing.,screaming,is,3
75766,v_p8h3G0Tblqc,https://www.youtube.com/watch?v=p8h3G0Tblqc,27.01,36.69, The player starts from one side of the court and runs up and lays up the basketball in the net.,player,run up,net
71299,v_M_OPqcaCDYI,https://www.youtube.com/watch?v=M_OPqcaCDYI,0.0,56.18,A group of six are on a little boat sitting waiting for the whistle to blow.,group of,is,6
54446,v_UQXB3JOoxYE,https://www.youtube.com/watch?v=UQXB3JOoxYE,50.47,126.67,"  A man comes up beside him, his arms outstretched as he holds a camera, and then a show of him with several other men in the boat.",man,come up beside,man
28311,v_ISJodiRZ_uo,https://www.youtube.com/watch?v=ISJodiRZ_uo,0.0,3.93,A girl with braided hair asks a worker at an equestrian center some questions.,worker,ask,girl
25300,v_47SHPAe0s0k,https://www.youtube.com/watch?v=47SHPAe0s0k,23.81,123.31, The man rides around the bull and shows several more shots of the riders riding around the bull.,riders,ride around,bull
36881,v_ZsqjU0X3mxY,https://www.youtube.com/watch?v=ZsqjU0X3mxY,47.07,50.52,The lady holds up a white index card with sketches of two heads.,lady,hold,index card
21862,v_eypKc4FyZ2s,https://www.youtube.com/watch?v=eypKc4FyZ2s,127.75,198.07," Then, They start to hit balls rying to make it through the obstacles.",balls,hit through,obstacles
68230,v_BSIV5tJ3bv4,https://www.youtube.com/watch?v=BSIV5tJ3bv4,9.05,27.44," He lifts the weights over his head and throws it down afterwards, raising his hands up with his coach.",weights,throw down,after
5197,v_j_vP89LZlp8,https://www.youtube.com/watch?v=j_vP89LZlp8,101.2,122.74, The woman gets up and turns away.,woman,turn away,
41597,v_JZDTcGPKw2w,https://www.youtube.com/watch?v=JZDTcGPKw2w,159.19,195.33, childs are in a bridge dancing and jumping into the pool.,children,dance into,pool
27177,v_jwyLw2n_YVw,https://www.youtube.com/watch?v=jwyLw2n_YVw,19.77,33.52,The lady then moves to a counter and adds a piece of baking paper over two large racks.,racks,is,large
38210,v_AA1wvSZ4Mno,https://www.youtube.com/watch?v=AA1wvSZ4Mno,56.83,74.58, The camera pans around the sky in the end.,sky,in,end
47708,v_LGku-onF4VI,https://www.youtube.com/watch?v=LGku-onF4VI,47.21,64.23, A man picks up his chair and turns it upside down on the drums.,chair,on,drums
24650,v_b82y7f7TFbw,https://www.youtube.com/watch?v=b82y7f7TFbw,0.84,167.72,A woman talks about playing pool.,woman,talk about,play
25255,v_W8eqlIPRWCk,https://www.youtube.com/watch?v=W8eqlIPRWCk,6.46,93.89,"The clips begin to play and there are a series of small clips put together of the girl playing with a team, practicing alone, and practicing on a course.",clips,is,series
81167,v_0T14tLwBafQ,https://www.youtube.com/watch?v=0T14tLwBafQ,6.35,9.04, The dog runs for the ball.,dog,run for,ball
61803,v_o8RIoxL9FDE,https://www.youtube.com/watch?v=o8RIoxL9FDE,4.1,16.97,A woman stands in front of a mirror and rinses her mouth before pulling her face close to the mirror and looking at her teeth from a close up angle.,teeth,is,close up
56147,v_NkJA_0tErGY,https://www.youtube.com/watch?v=NkJA_0tErGY,0.0,28.23,"A man is speaking, he had a china cabinet behind him filled with glass product.",cabinet,is,glass
5676,v_WsXxnCQ_MIc,https://www.youtube.com/watch?v=WsXxnCQ_MIc,0.0,208.51,A young woman uses hair products on and blow dries her hair straight with a dryer that has a comb attached to the end of it.,woman,use,hair products
55932,v_nSR-JSqGoWQ,https://www.youtube.com/watch?v=nSR-JSqGoWQ,42.21,62.96, The Argentinians steal a pass halfway across the sand field and take it down for a goal in the tight corner.,goal,in,corner
25084,v_M6i-5nzy5Bk,https://www.youtube.com/watch?v=M6i-5nzy5Bk,8.3,65.39,"As various clips of different people are pole vaulting, a man and woman are standing indoors next to one another and talking to the camera with the words at the bottom of the screen say their names are Kaitlin Petrillose & Jack Chapman Competitor & Chairman.",names,is,competitor
